review_id,restaurant_name,cuisine_type,city,rating,delivery_time_mins,order_value_inr,review_text,sentiment_label
ZR-1007,Chai Point,North Indian,Bangalore,1,42,336.0,"Found a hair in my food, absolutely disgusting, will never order again",Negative
ZR-1008,Fasoos,Mughlai,Bangalore,4,56,440.0,"Delivery executive was very courteous, food was well packed and tasty",Positive
ZR-1009,Fasoos,Fast Food,Kolkata,5,86,985.0,"Momos were steaming hot and chutney was perfect, great combo",Positive
ZR-1010,Pizza Hut,South Indian,Mumbai,3,41,113.0,"Average experience overall, food was lukewarm when it arrived",Neutral
ZR-1011,Wow Momo,South Indian,Bangalore,4,27,80.0,"Arrived hot and fresh, taste was amazing, will definitely order again",Positive
ZR-1012,Saravana Bhavan,Italian,Hyderabad,5,68,526.0,"Sandwich was fresh and tasty, delivery was quick and contactless",Positive
ZR-1013,Saravana Bhavan,South Indian,Kolkata,5,15,130.0,"Delivery executive was very courteous, food was well packed and tasty",Positive
ZR-1014,Mandarin Oak,South Indian,Kolkata,5,81,520.0,"Momos were steaming hot and chutney was perfect, great combo",Positive
ZR-1015,Mainland China,Chinese,Pune,5,49,145.0,"Quick delivery in just 20 minutes, food was still piping hot",Positive
ZR-1016,Mainland China,Fast Food,Pune,4,92,777.0,"South Indian combo was authentic, sambar and chutney were spot on",Positive
ZR-1017,KFC,Continental,Kolkata,5,67,482.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-1018,Mainland China,Continental,Hyderabad,5,15,295.0,"South Indian combo was authentic, sambar and chutney were spot on",Positive
ZR-1019,Subway,Mughlai,Jaipur,5,24,1021.0,"Woke up craving dosa and this place nailed it, crispy and golden",Positive
ZR-1020,The Beer Cafe,North Indian,Chennai,5,19,120.0,"Food was absolutely delicious, delivery was super fast and packaging was neat",Positive
ZR-1021,Pizza Hut,North Indian,Chennai,2,55,1145.0,"Wrong order delivered, called customer care but got no response",Negative
ZR-1022,Burger King,North Indian,Pune,4,25,711.0,"Dal makhani tasted just like restaurant, packaging was very secure",Positive
ZR-1023,Fasoos,South Indian,Delhi,4,90,930.0,"Sandwich was fresh and tasty, delivery was quick and contactless",Positive
ZR-1024,Dominos,Biryani,Delhi,3,74,562.0,Acceptable quality but overpriced compared to similar options nearby,Neutral
ZR-1025,Box8,Biryani,Chennai,5,40,1080.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-1026,KFC,South Indian,Hyderabad,4,18,1002.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-1027,Fasoos,Biryani,Bangalore,5,22,288.0,"Thali was wholesome and filling, loved the variety of dishes included",Positive
ZR-1028,Fasoos,South Indian,Kolkata,3,60,312.0,Portion size was small for the price but taste was satisfactory,Neutral
ZR-1029,Rebel Foods,Continental,Kolkata,1,82,411.0,"Never using Zomato again, third bad experience in a row this month",Negative
ZR-1030,Fasoos,Continental,Mumbai,5,15,539.0,"Healthy salad bowl was fresh and filling, dressing was perfect",Positive
ZR-1031,KFC,Chinese,Pune,5,54,133.0,"Fresh ingredients, great taste, zero complaints, highly recommended",Positive
ZR-1032,Subway,North Indian,Delhi,5,38,475.0,"Coffee arrived hot with great flavour, perfect for a lazy morning",Positive
ZR-1033,Haldirams,Italian,Bangalore,5,48,1061.0,"Pasta was cooked perfectly al dente, sauce was rich and creamy",Positive
ZR-1034,KFC,Chinese,Delhi,4,37,1123.0,"Fresh ingredients, great taste, zero complaints, highly recommended",Positive
ZR-1035,Burger King,Continental,Mumbai,4,67,937.0,"Arrived hot and fresh, taste was amazing, will definitely order again",Positive
ZR-1036,Oven Story,Chinese,Kolkata,1,74,665.0,"Worst biryani ever, rice was undercooked and meat was rubbery",Negative
ZR-1037,Saravana Bhavan,Continental,Jaipur,1,24,305.0,"Burger patty was raw in the middle, completely unacceptable hygiene",Negative
ZR-1038,Box8,Italian,Hyderabad,2,75,570.0,"Quantity was extremely less for the price, felt cheated completely",Negative
ZR-1039,Rebel Foods,South Indian,Pune,5,61,294.0,"Pizza was crispy and loaded with toppings, delivered before estimated time",Positive
ZR-1040,Chai Point,Fast Food,Pune,3,50,911.0,"Got what I ordered, no issues with delivery, food was just okay",Neutral
ZR-1041,Mandarin Oak,Biryani,Mumbai,5,72,419.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-1042,Barbeque Nation,Chinese,Jaipur,3,39,363.0,"Neither good nor bad, just a regular meal without any wow factor",Neutral
ZR-1043,Dominos,Italian,Hyderabad,3,71,495.0,"Food was okay, nothing special but edible and delivery was on time",Neutral
ZR-1044,Fasoos,South Indian,Bangalore,5,53,327.0,"Paneer butter masala was outstanding, naan was soft and fresh",Positive
ZR-1045,Behrouz Biryani,Biryani,Delhi,5,68,742.0,"Dal makhani tasted just like restaurant, packaging was very secure",Positive
ZR-1046,Barbeque Nation,Biryani,Bangalore,5,73,544.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-1047,Mainland China,Italian,Hyderabad,5,46,267.0,"Thali was wholesome and filling, loved the variety of dishes included",Positive
ZR-1048,Behrouz Biryani,Chinese,Jaipur,5,23,381.0,"Coffee arrived hot with great flavour, perfect for a lazy morning",Positive
ZR-1049,Mandarin Oak,Biryani,Mumbai,4,31,754.0,"Burger was juicy and well assembled, fries were crispy not soggy",Positive
ZR-1050,Barbeque Nation,North Indian,Chennai,3,39,226.0,"Food was okay, nothing special but edible and delivery was on time",Neutral
ZR-1051,Burger King,Continental,Bangalore,4,79,874.0,"Delivery executive was very courteous, food was well packed and tasty",Positive
ZR-1052,Behrouz Biryani,South Indian,Pune,2,80,861.0,"Noodles were clumped together in one solid block, clearly overcooked",Negative
ZR-1053,Subway,Italian,Kolkata,5,84,1112.0,"Fresh ingredients, great taste, zero complaints, highly recommended",Positive
ZR-1054,Social,Fast Food,Bangalore,5,53,1033.0,"Coffee arrived hot with great flavour, perfect for a lazy morning",Positive
ZR-1055,Chai Point,Chinese,Bangalore,3,48,984.0,"Average experience overall, food was lukewarm when it arrived",Neutral
ZR-1056,Wow Momo,North Indian,Mumbai,2,27,319.0,"Fried rice was dry and flavourless, seemed like leftover reheated food",Negative
ZR-1057,Mandarin Oak,Continental,Jaipur,5,17,213.0,"Coffee arrived hot with great flavour, perfect for a lazy morning",Positive
ZR-1058,Pizza Hut,Fast Food,Pune,5,61,568.0,"Food was absolutely delicious, delivery was super fast and packaging was neat",Positive
ZR-1059,Burger King,North Indian,Chennai,4,81,620.0,"Dal makhani tasted just like restaurant, packaging was very secure",Positive
ZR-1060,Wow Momo,Biryani,Mumbai,4,82,510.0,"Burger was juicy and well assembled, fries were crispy not soggy",Positive
ZR-1061,Box8,Chinese,Kolkata,1,49,93.0,"Wrong order delivered, called customer care but got no response",Negative
ZR-1062,Wow Momo,Continental,Hyderabad,5,28,1024.0,"Woke up craving dosa and this place nailed it, crispy and golden",Positive
ZR-1063,Barbeque Nation,Fast Food,Chennai,1,73,641.0,"App showed 30 mins but took 2 hours, no update or apology given",Negative
ZR-1064,Oven Story,Italian,Delhi,5,63,686.0,"Sandwich was fresh and tasty, delivery was quick and contactless",Positive
ZR-1065,Oven Story,Continental,Delhi,4,83,885.0,"Fresh ingredients, great taste, zero complaints, highly recommended",Positive
ZR-1066,Box8,Fast Food,Delhi,5,27,1157.0,"Delivery executive was very courteous, food was well packed and tasty",Positive
ZR-1067,KFC,Chinese,Bangalore,5,33,524.0,"Sandwich was fresh and tasty, delivery was quick and contactless",Positive
ZR-1068,Haldirams,Continental,Pune,2,88,986.0,"Wrong order delivered, called customer care but got no response",Negative
ZR-1069,Chai Point,Chinese,Chennai,5,58,405.0,"Fresh ingredients, great taste, zero complaints, highly recommended",Positive
ZR-1070,Paradise Biryani,Biryani,Mumbai,5,71,972.0,"Excellent food quality, delivery partner was polite and on time",Positive
ZR-1071,Behrouz Biryani,Italian,Hyderabad,3,70,1128.0,Packaging was good but taste did not match the ratings shown online,Neutral
ZR-1072,The Beer Cafe,Chinese,Jaipur,5,65,94.0,"Momos were steaming hot and chutney was perfect, great combo",Positive
ZR-1073,Subway,Chinese,Pune,5,26,402.0,"South Indian combo was authentic, sambar and chutney were spot on",Positive
ZR-1074,Wow Momo,Italian,Delhi,3,41,541.0,Acceptable quality but overpriced compared to similar options nearby,Neutral
ZR-1075,Haldirams,Biryani,Mumbai,5,19,901.0,"Best biryani I have ever ordered, rice was perfectly cooked and portions were generous",Positive
ZR-1076,Box8,Italian,Hyderabad,4,73,479.0,"Dal makhani tasted just like restaurant, packaging was very secure",Positive
ZR-1077,KFC,Mughlai,Jaipur,1,33,839.0,"Pizza was soggy and cold, crust was like cardboard, very disappointing",Negative
ZR-1078,Fasoos,Continental,Kolkata,1,61,507.0,Charged extra on bill compared to what was shown on the menu,Negative
ZR-1079,Subway,Fast Food,Kolkata,5,68,902.0,"South Indian combo was authentic, sambar and chutney were spot on",Positive
ZR-1080,Barbeque Nation,South Indian,Mumbai,1,33,960.0,"Complained about missing item, support just closed the ticket without resolving",Negative
ZR-1081,The Beer Cafe,Italian,Mumbai,4,34,391.0,"Pasta was cooked perfectly al dente, sauce was rich and creamy",Positive
ZR-1082,The Beer Cafe,Continental,Mumbai,3,88,1104.0,"First time ordering here, food was decent, might try again sometime",Neutral
ZR-1083,Pizza Hut,Italian,Mumbai,1,76,661.0,"Never using Zomato again, third bad experience in a row this month",Negative
ZR-1084,Barbeque Nation,Biryani,Chennai,2,20,694.0,Charged extra on bill compared to what was shown on the menu,Negative
ZR-1085,Barbeque Nation,Chinese,Mumbai,5,55,906.0,"Quick delivery in just 20 minutes, food was still piping hot",Positive
ZR-1086,Saravana Bhavan,Chinese,Bangalore,5,55,309.0,"Delivery executive was very courteous, food was well packed and tasty",Positive
ZR-1087,KFC,Continental,Kolkata,4,85,376.0,"Prawns were fresh and gravy was perfectly spiced, excellent seafood",Positive
ZR-1088,Box8,Mughlai,Hyderabad,2,49,381.0,Charged extra on bill compared to what was shown on the menu,Neutral
ZR-1089,Box8,South Indian,Delhi,3,88,853.0,Taste was okay but a bit too salty for my preference,Neutral
ZR-1090,The Beer Cafe,South Indian,Pune,2,69,166.0,"Packaging was broken, gravy spilled all over the bag, total mess",Negative
ZR-1091,Mainland China,Continental,Delhi,1,34,413.0,"Received completely different restaurant food, mix up ruined our dinner",Negative
ZR-1092,Mandarin Oak,Chinese,Pune,1,33,778.0,"Waited 2 hours for delivery, food was cold and looked nothing like photo",Positive
ZR-1093,Pizza Hut,Continental,Mumbai,4,44,799.0,"Paneer butter masala was outstanding, naan was soft and fresh",Positive
ZR-1094,Mandarin Oak,Biryani,Jaipur,5,20,361.0,"Fresh ingredients, great taste, zero complaints, highly recommended",Positive
ZR-1095,Paradise Biryani,North Indian,Hyderabad,5,62,734.0,"Excellent food quality, delivery partner was polite and on time",Positive
ZR-1096,Social,Mughlai,Jaipur,4,73,749.0,"Healthy salad bowl was fresh and filling, dressing was perfect",Positive
ZR-1097,Chai Point,Italian,Jaipur,5,79,211.0,"Sandwich was fresh and tasty, delivery was quick and contactless",Positive
ZR-1098,Barbeque Nation,Continental,Jaipur,4,67,1138.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-1099,Mainland China,Italian,Mumbai,5,62,87.0,"Arrived hot and fresh, taste was amazing, will definitely order again",Positive
ZR-1100,Mandarin Oak,North Indian,Hyderabad,5,44,842.0,"Pizza was crispy and loaded with toppings, delivered before estimated time",Positive
ZR-1101,Fasoos,Chinese,Mumbai,4,59,733.0,"Paneer butter masala was outstanding, naan was soft and fresh",Neutral
ZR-1102,Box8,Fast Food,Chennai,3,50,1132.0,"Got what I ordered, no issues with delivery, food was just okay",Neutral
ZR-1103,Pizza Hut,Chinese,Delhi,3,87,1021.0,"Food was okay, nothing special but edible and delivery was on time",Neutral
ZR-1104,Saravana Bhavan,Mughlai,Delhi,2,46,320.0,"Complained about missing item, support just closed the ticket without resolving",Negative
ZR-1105,KFC,Biryani,Bangalore,5,88,89.0,"Momos were steaming hot and chutney was perfect, great combo",Positive
ZR-1106,Mainland China,Continental,Bangalore,4,49,1077.0,"Momos were steaming hot and chutney was perfect, great combo",Positive
ZR-1107,Burger King,South Indian,Delhi,1,39,566.0,"Worst biryani ever, rice was undercooked and meat was rubbery",Negative
ZR-1108,Paradise Biryani,Italian,Hyderabad,3,87,571.0,"Neither good nor bad, just a regular meal without any wow factor",Neutral
ZR-1109,Paradise Biryani,Mughlai,Bangalore,5,31,693.0,"Best biryani I have ever ordered, rice was perfectly cooked and portions were generous",Positive
ZR-1110,The Beer Cafe,Biryani,Pune,5,64,880.0,"Prawns were fresh and gravy was perfectly spiced, excellent seafood",Positive
ZR-1111,Paradise Biryani,Chinese,Pune,1,37,136.0,"App showed 30 mins but took 2 hours, no update or apology given",Negative
ZR-1112,Mandarin Oak,Mughlai,Jaipur,5,77,479.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-1113,Behrouz Biryani,Italian,Chennai,1,57,357.0,"Complained about missing item, support just closed the ticket without resolving",Negative
ZR-1114,Paradise Biryani,Italian,Bangalore,1,75,556.0,"Packaging was broken, gravy spilled all over the bag, total mess",Negative
ZR-1115,Mainland China,Fast Food,Pune,2,47,834.0,"Dal was watery with no taste, roti was hard as a rock",Negative
ZR-1116,Burger King,Biryani,Hyderabad,1,62,453.0,"Food was extremely oily and heavy, felt sick immediately after eating",Negative
ZR-1117,Rebel Foods,North Indian,Pune,5,33,633.0,"Arrived hot and fresh, taste was amazing, will definitely order again",Positive
ZR-1118,Mandarin Oak,North Indian,Kolkata,3,60,525.0,"Got what I ordered, no issues with delivery, food was just okay",Neutral
ZR-1119,Social,Mughlai,Pune,4,22,157.0,"Loved every bite, quantity was good and price was very reasonable",Positive
ZR-1120,Barbeque Nation,Chinese,Jaipur,4,87,311.0,"Best biryani I have ever ordered, rice was perfectly cooked and portions were generous",Positive
ZR-1121,Fasoos,Continental,Jaipur,5,53,381.0,"Sandwich was fresh and tasty, delivery was quick and contactless",Positive
ZR-1122,Chai Point,North Indian,Pune,3,68,1043.0,"Average experience overall, food was lukewarm when it arrived",Neutral
ZR-1123,Oven Story,South Indian,Pune,1,73,589.0,"App showed 30 mins but took 2 hours, no update or apology given",Negative
ZR-1124,Mainland China,Continental,Pune,4,74,1014.0,"Pizza was crispy and loaded with toppings, delivered before estimated time",Positive
ZR-1125,Paradise Biryani,Chinese,Kolkata,4,51,958.0,"Quick delivery in just 20 minutes, food was still piping hot",Positive
ZR-1126,Fasoos,Fast Food,Chennai,4,77,407.0,"Excellent food quality, delivery partner was polite and on time",Positive
ZR-1127,Dominos,Italian,Jaipur,4,71,305.0,"Pizza was crispy and loaded with toppings, delivered before estimated time",Positive
ZR-1128,The Beer Cafe,Italian,Chennai,4,21,143.0,"Pasta was cooked perfectly al dente, sauce was rich and creamy",Positive
ZR-1129,Chai Point,North Indian,Pune,4,82,315.0,"Fresh ingredients, great taste, zero complaints, highly recommended",Positive
ZR-1130,The Beer Cafe,Mughlai,Mumbai,3,17,539.0,"Tried their special dish, was not as good as described but passable",Neutral
ZR-1131,KFC,Biryani,Jaipur,5,15,1115.0,"Paneer butter masala was outstanding, naan was soft and fresh",Positive
ZR-1132,Chai Point,Chinese,Bangalore,1,43,159.0,"Wrong order delivered, called customer care but got no response",Negative
ZR-1133,Pizza Hut,North Indian,Bangalore,2,35,916.0,"Delivery bag seal was broken, clearly tampered with, very unsafe",Neutral
ZR-1134,Barbeque Nation,Fast Food,Bangalore,5,61,847.0,"Best biryani I have ever ordered, rice was perfectly cooked and portions were generous",Positive
ZR-1135,Saravana Bhavan,North Indian,Chennai,1,83,89.0,Delivery took over 90 minutes and food was stale when it arrived,Negative
ZR-1136,Chai Point,Fast Food,Hyderabad,5,41,657.0,"Healthy salad bowl was fresh and filling, dressing was perfect",Positive
ZR-1137,Rebel Foods,Mughlai,Pune,4,35,912.0,"Loved every bite, quantity was good and price was very reasonable",Positive
ZR-1138,Behrouz Biryani,South Indian,Chennai,1,39,1007.0,Delivery person was very rude and threw the bag at the door,Negative
ZR-1139,Mainland China,Italian,Bangalore,2,69,1147.0,"Complained about missing item, support just closed the ticket without resolving",Negative
ZR-1140,Pizza Hut,Chinese,Chennai,3,63,646.0,"Neither good nor bad, just a regular meal without any wow factor",Neutral
ZR-1141,Paradise Biryani,Biryani,Bangalore,5,75,520.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-1142,Behrouz Biryani,Chinese,Mumbai,4,49,471.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-1143,Subway,South Indian,Mumbai,4,19,838.0,"Thali was wholesome and filling, loved the variety of dishes included",Positive
ZR-1144,Paradise Biryani,Chinese,Kolkata,5,94,918.0,"Best biryani I have ever ordered, rice was perfectly cooked and portions were generous",Positive
ZR-1145,Pizza Hut,Fast Food,Jaipur,4,87,260.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-1146,Saravana Bhavan,Mughlai,Bangalore,5,27,889.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-1147,Barbeque Nation,South Indian,Jaipur,4,37,561.0,"Paneer butter masala was outstanding, naan was soft and fresh",Positive
ZR-1148,Wow Momo,Mughlai,Jaipur,5,80,676.0,"Fresh ingredients, great taste, zero complaints, highly recommended",Positive
ZR-1149,Subway,Fast Food,Chennai,5,36,686.0,"Dal makhani tasted just like restaurant, packaging was very secure",Positive
ZR-1150,Barbeque Nation,Fast Food,Pune,3,46,1078.0,"Decent meal, not great not terrible, packaging could be improved",Neutral
ZR-1151,Social,Fast Food,Bangalore,3,24,791.0,Acceptable quality but overpriced compared to similar options nearby,Neutral
ZR-1152,Paradise Biryani,Fast Food,Chennai,4,48,662.0,"Pasta was cooked perfectly al dente, sauce was rich and creamy",Positive
ZR-1153,Rebel Foods,Continental,Bangalore,4,92,267.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-1154,Mainland China,Biryani,Bangalore,3,33,456.0,"Neither good nor bad, just a regular meal without any wow factor",Neutral
ZR-1155,Paradise Biryani,Italian,Kolkata,5,38,770.0,"Pasta was cooked perfectly al dente, sauce was rich and creamy",Positive
ZR-1156,Box8,Continental,Jaipur,4,61,924.0,"Dal makhani tasted just like restaurant, packaging was very secure",Positive
ZR-1157,Saravana Bhavan,Continental,Kolkata,5,81,860.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-1158,Box8,Chinese,Hyderabad,5,79,308.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-1159,Saravana Bhavan,South Indian,Jaipur,3,27,1055.0,Portion size was small for the price but taste was satisfactory,Neutral
ZR-1160,Mandarin Oak,Mughlai,Bangalore,4,62,1139.0,"South Indian combo was authentic, sambar and chutney were spot on",Positive
ZR-1161,Paradise Biryani,South Indian,Bangalore,5,78,1125.0,"Fresh ingredients, great taste, zero complaints, highly recommended",Positive
ZR-1162,Fasoos,Mughlai,Pune,4,40,654.0,"Healthy salad bowl was fresh and filling, dressing was perfect",Positive
ZR-1163,Oven Story,North Indian,Delhi,1,40,1083.0,"Worst biryani ever, rice was undercooked and meat was rubbery",Negative
ZR-1164,Paradise Biryani,Continental,Chennai,2,63,1146.0,"Noodles were clumped together in one solid block, clearly overcooked",Negative
ZR-1165,Pizza Hut,Fast Food,Hyderabad,5,76,968.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-1166,Dominos,Continental,Chennai,1,17,708.0,"App showed 30 mins but took 2 hours, no update or apology given",Negative
ZR-1167,Pizza Hut,Chinese,Kolkata,4,46,880.0,"Arrived hot and fresh, taste was amazing, will definitely order again",Positive
ZR-1168,Mainland China,North Indian,Mumbai,5,68,890.0,"Best biryani I have ever ordered, rice was perfectly cooked and portions were generous",Positive
ZR-1169,Wow Momo,North Indian,Chennai,4,79,601.0,"Momos were steaming hot and chutney was perfect, great combo",Positive
ZR-1170,Subway,Fast Food,Kolkata,5,55,623.0,"Dessert was incredible, gulab jamun arrived warm and was not too sweet",Positive
ZR-1171,Social,Chinese,Hyderabad,3,85,585.0,"Food arrived on time, taste was standard, nothing memorable about it",Neutral
ZR-1172,Haldirams,Fast Food,Kolkata,2,80,533.0,"Wrong order delivered, called customer care but got no response",Negative
ZR-1173,Behrouz Biryani,Chinese,Delhi,4,25,165.0,"Paneer butter masala was outstanding, naan was soft and fresh",Positive
ZR-1174,Haldirams,Mughlai,Delhi,4,32,1090.0,"Arrived hot and fresh, taste was amazing, will definitely order again",Positive
ZR-1175,Paradise Biryani,Mughlai,Kolkata,2,22,1063.0,"Wrong order delivered, called customer care but got no response",Negative
ZR-1176,Mainland China,Continental,Jaipur,4,71,912.0,"Dessert was incredible, gulab jamun arrived warm and was not too sweet",Positive
ZR-1177,Haldirams,Chinese,Hyderabad,5,71,1180.0,"Pasta was cooked perfectly al dente, sauce was rich and creamy",Positive
ZR-1178,Haldirams,Biryani,Hyderabad,4,91,980.0,"South Indian combo was authentic, sambar and chutney were spot on",Neutral
ZR-1179,Saravana Bhavan,North Indian,Mumbai,4,78,1136.0,"Sandwich was fresh and tasty, delivery was quick and contactless",Positive
ZR-1180,Box8,Mughlai,Bangalore,1,81,327.0,"Burger patty was raw in the middle, completely unacceptable hygiene",Negative
ZR-1181,The Beer Cafe,Mughlai,Chennai,3,78,761.0,"Decent meal, not great not terrible, packaging could be improved",Neutral
ZR-1182,Social,Italian,Bangalore,5,18,600.0,"Arrived hot and fresh, taste was amazing, will definitely order again",Positive
ZR-1183,Paradise Biryani,Biryani,Bangalore,5,44,324.0,"Delivery executive was very courteous, food was well packed and tasty",Positive
ZR-1184,Barbeque Nation,Mughlai,Mumbai,5,63,498.0,"Best biryani I have ever ordered, rice was perfectly cooked and portions were generous",Positive
ZR-1185,Dominos,Continental,Pune,4,75,196.0,"Coffee arrived hot with great flavour, perfect for a lazy morning",Positive
ZR-1186,Saravana Bhavan,Biryani,Mumbai,1,50,938.0,"Paneer was smelly and clearly not fresh, fell sick after eating",Negative
ZR-1187,Saravana Bhavan,Chinese,Jaipur,4,59,472.0,"Pizza was crispy and loaded with toppings, delivered before estimated time",Positive
ZR-1188,Pizza Hut,North Indian,Chennai,5,78,879.0,"Best biryani I have ever ordered, rice was perfectly cooked and portions were generous",Positive
ZR-1189,Burger King,Biryani,Bangalore,4,23,469.0,"Thali was wholesome and filling, loved the variety of dishes included",Positive
ZR-1190,Behrouz Biryani,Biryani,Chennai,4,72,1097.0,"Paneer butter masala was outstanding, naan was soft and fresh",Positive
ZR-1191,Barbeque Nation,Chinese,Delhi,5,17,565.0,"Woke up craving dosa and this place nailed it, crispy and golden",Positive
ZR-1192,Social,Italian,Chennai,5,76,255.0,"Momos were steaming hot and chutney was perfect, great combo",Positive
ZR-1193,Box8,Fast Food,Mumbai,4,27,878.0,"Quick delivery in just 20 minutes, food was still piping hot",Positive
ZR-1194,Haldirams,Mughlai,Delhi,4,73,288.0,"Paneer butter masala was outstanding, naan was soft and fresh",Positive
ZR-1195,Chai Point,Chinese,Jaipur,4,16,556.0,"Healthy salad bowl was fresh and filling, dressing was perfect",Positive
ZR-1196,Burger King,North Indian,Pune,5,58,915.0,"Chole bhature were fluffy and spicy, exactly what I was craving",Positive
ZR-1197,Barbeque Nation,Chinese,Mumbai,4,16,230.0,"Healthy salad bowl was fresh and filling, dressing was perfect",Positive
ZR-1198,Subway,Italian,Jaipur,4,37,819.0,"Burger was juicy and well assembled, fries were crispy not soggy",Positive
ZR-1199,Oven Story,Biryani,Jaipur,5,76,855.0,"Ordered for office lunch, entire team loved it, will order again",Positive
ZR-1200,Barbeque Nation,Biryani,Mumbai,3,52,918.0,"First time ordering here, food was decent, might try again sometime",Neutral
ZR-1201,Mainland China,South Indian,Mumbai,3,59,1005.0,"Food arrived on time, taste was standard, nothing memorable about it",Neutral
ZR-1202,KFC,Biryani,Kolkata,4,27,813.0,"Delivery executive was very courteous, food was well packed and tasty",Positive
ZR-1203,Saravana Bhavan,Biryani,Bangalore,5,88,821.0,"Pizza was crispy and loaded with toppings, delivered before estimated time",Positive
ZR-1204,The Beer Cafe,Italian,Hyderabad,5,18,597.0,"Burger was juicy and well assembled, fries were crispy not soggy",Positive
ZR-1205,Mainland China,Fast Food,Delhi,5,90,249.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-1206,Haldirams,North Indian,Bangalore,2,51,371.0,Food arrived completely cold and one item was missing from the order,Negative
ZR-1207,Wow Momo,Fast Food,Jaipur,1,35,1075.0,"Packaging was broken, gravy spilled all over the bag, total mess",Negative
ZR-1208,Behrouz Biryani,North Indian,Hyderabad,5,74,124.0,"Woke up craving dosa and this place nailed it, crispy and golden",Positive
ZR-1209,Rebel Foods,South Indian,Hyderabad,5,20,560.0,"South Indian combo was authentic, sambar and chutney were spot on",Positive
ZR-1210,Saravana Bhavan,Continental,Delhi,2,43,569.0,"Worst biryani ever, rice was undercooked and meat was rubbery",Negative
ZR-1211,Pizza Hut,Biryani,Delhi,5,32,1026.0,"Quick delivery in just 20 minutes, food was still piping hot",Positive
ZR-1212,Burger King,Mughlai,Bangalore,3,68,872.0,Acceptable quality but overpriced compared to similar options nearby,Neutral
ZR-1213,Mandarin Oak,Biryani,Pune,5,41,1199.0,"Healthy salad bowl was fresh and filling, dressing was perfect",Positive
ZR-1214,Subway,Continental,Mumbai,3,45,978.0,Nothing to complain about but nothing to rave about either,Neutral
ZR-1215,Mandarin Oak,Biryani,Chennai,5,81,1197.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-1216,Mandarin Oak,Continental,Hyderabad,3,29,421.0,Acceptable quality but overpriced compared to similar options nearby,Neutral
ZR-1217,Chai Point,Continental,Delhi,3,49,105.0,"Got what I ordered, no issues with delivery, food was just okay",Neutral
ZR-1218,Rebel Foods,Biryani,Jaipur,3,68,714.0,Packaging was good but taste did not match the ratings shown online,Neutral
ZR-1219,Behrouz Biryani,Mughlai,Chennai,3,62,430.0,"Food was okay, nothing special but edible and delivery was on time",Neutral
ZR-1220,Subway,North Indian,Mumbai,1,45,936.0,"Burger patty was raw in the middle, completely unacceptable hygiene",Negative
ZR-1221,Saravana Bhavan,Continental,Pune,4,46,229.0,"Pizza was crispy and loaded with toppings, delivered before estimated time",Positive
ZR-1222,Haldirams,Mughlai,Jaipur,4,72,711.0,"Food was absolutely delicious, delivery was super fast and packaging was neat",Positive
ZR-1223,Behrouz Biryani,Italian,Bangalore,4,24,517.0,"Burger was juicy and well assembled, fries were crispy not soggy",Positive
ZR-1224,Saravana Bhavan,South Indian,Jaipur,1,43,928.0,"Waited 2 hours for delivery, food was cold and looked nothing like photo",Negative
ZR-1225,Pizza Hut,Fast Food,Pune,4,88,235.0,"Sandwich was fresh and tasty, delivery was quick and contactless",Positive
ZR-1226,Mainland China,Fast Food,Bangalore,4,62,748.0,"Burger was juicy and well assembled, fries were crispy not soggy",Negative
ZR-1227,Chai Point,Biryani,Jaipur,5,69,773.0,"Fried rice was amazing, portions were huge and price was fair",Positive
ZR-1228,Pizza Hut,Italian,Kolkata,4,19,1195.0,"Quick delivery in just 20 minutes, food was still piping hot",Positive
ZR-1229,Social,Fast Food,Bangalore,5,18,1044.0,"Prawns were fresh and gravy was perfectly spiced, excellent seafood",Positive
ZR-1230,Oven Story,Italian,Jaipur,4,52,744.0,"Arrived hot and fresh, taste was amazing, will definitely order again",Positive
ZR-1231,Subway,Mughlai,Hyderabad,1,25,1013.0,Delivery took over 90 minutes and food was stale when it arrived,Negative
ZR-1232,Mainland China,Mughlai,Chennai,3,68,498.0,"Average taste, expected better for the price but portion size was fine",Neutral
ZR-1233,KFC,North Indian,Mumbai,5,35,787.0,"Pasta was cooked perfectly al dente, sauce was rich and creamy",Positive
